iter	Passed	Remaining
317	1249	2679
318	1253	2675
319	1257	2671
320	1261	2669
321	1265	2665
322	1269	2661
323	1273	2657
324	1277	2653
325	1281	2649
326	1284	2644
327	1289	2642
328	1293	2638
329	1297	2634
330	1301	2630
331	1305	2627
332	1310	2624
333	1314	2620
334	1317	2616
335	1322	2613
336	1326	2609
337	1330	2605
338	1334	2601
339	1339	2600
340	1343	2596
341	1347	2591
342	1351	2588
343	1355	2584
344	1359	2580
345	1363	2576
346	1368	2575
347	1372	2571
348	1376	2567
349	1380	2563
350	1384	2560
351	1388	2556
352	1392	2551
353	1395	2547
354	1399	2543
355	1404	2539
356	1408	2536
357	1412	2532
358	1415	2528
359	1420	2524
360	1423	2520
361	1427	2515
362	1431	2511
363	1435	2507
364	1438	2502
365	1443	2499
366	1446	2495
367	1450	2491
368	1454	2487
369	1458	2483
370	1462	2479
371	1466	2475
372	1470	2471
373	1474	2467
374	1478	2464
375	1482	2460
376	1486	2456
377	1490	2452
378	1494	2448
379	1498	2444
380	1502	2440
381	1506	2436
382	1509	2432
383	1513	2428
384	1518	2424
385	1522	2421
386	1525	2416
387	1529	2412
388	1533	2409
389	1537	2404
390	1541	2400
391	1545	2397
392	1550	2394
393	1554	2391
394	1558	2387
395	1562	2383
396	1566	2379
397	1570	2375
398	1574	2371
399	1577	2366
400	1582	2363
401	1585	2359
402	1589	2354
403	1593	2350
404	1597	2346
405	1601	2342
406	1604	2338
407	1608	2334
408	1612	2330
409	1616	2326
410	1620	2322
411	1624	2318
412	1628	2314
413	1632	2310
414	1636	2306
415	1640	2302
416	1644	2298
417	1648	2294
418	1651	2290
419	1655	2286
420	1659	2282
421	1663	2278
422	1667	2274
423	1671	2270
424	1675	2266
425	1678	2262
426	1682	2257
427	1685	2253
428	1689	2248
429	1692	2244
430	1696	2239
431	1700	2236
432	1704	2231
433	1707	2227
434	1711	2222
435	1715	2218
436	1718	2214
437	1722	2210
438	1726	2206
439	1730	2202
440	1734	2198
441	1738	2194
442	1741	2189
443	1745	2186
444	1749	2182
445	1753	2178
446	1757	2174
447	1761	2170
448	1764	2165
449	1768	2161
450	1772	2157
451	1777	2154
452	1781	2150
453	1784	2146
454	1788	2142
455	1792	2138
456	1796	2134
457	1800	2130
458	1804	2126
459	1808	2122
460	1812	2118
461	1815	2114
462	1819	2110
463	1823	2106
464	1827	2102
465	1830	2097
466	1834	2094
467	1838	2089
468	1842	2085
469	1846	2082
470	1850	2078
471	1854	2074
472	1858	2070
473	1862	2066
474	1865	2062
475	1869	2058
476	1873	2054
477	1877	2050
478	1881	2046
479	1884	2042
480	1888	2038
481	1892	2033
482	1896	2029
483	1900	2026
484	1904	2022
485	1908	2018
486	1913	2015
487	1917	2011
488	1921	2007
489	1925	2004
490	1929	2000
491	1933	1996
492	1937	1992
493	1941	1988
494	1945	1985
495	1949	1981
496	1953	1977
497	1958	1973
498	1962	1970
499	1965	1965
500	1970	1962
501	1974	1958
502	1977	1954
503	1981	1950
504	1985	1946
505	1989	1942
506	1993	1938
507	1997	1934
508	2000	1930
509	2004	1926
510	2008	1921
511	2011	1917
512	2015	1913
513	2020	1910
514	2024	1906
515	2027	1902
516	2031	1898
517	2035	1894
518	2039	1890
519	2043	1886
520	2047	1882
521	2051	1878
522	2054	1874
523	2058	1869
524	2062	1865
525	2066	1862
526	2070	1858
527	2074	1854
528	2077	1849
529	2081	1845
530	2085	1842
531	2089	1838
532	2093	1834
533	2097	1830
534	2101	1826
535	2105	1822
536	2109	1818
537	2112	1814
538	2116	1810
539	2120	1806
540	2124	1802
541	2128	1798
542	2132	1794
543	2136	1790
544	2140	1786
545	2144	1782
546	2148	1778
547	2152	1775
548	2156	1771
549	2160	1767
550	2164	1764
551	2169	1760
552	2173	1756
553	2176	1752
554	2180	1748
555	2184	1744
556	2188	1740
557	2192	1736
558	2196	1732
559	2200	1729
560	2204	1725
561	2208	1721
562	2212	1717
563	2217	1714
564	2221	1710
565	2225	1706
566	2229	1702
567	2233	1698
568	2237	1694
569	2241	1690
570	2245	1687
571	2249	1682
572	2253	1678
573	2256	1674
574	2260	1671
575	2264	1667
576	2269	1663
577	2272	1659
578	2276	1655
579	2280	1651
580	2285	1647
581	2289	1643
582	2293	1640
583	2297	1636
584	2301	1632
585	2305	1628
586	2309	1625
587	2313	1621
588	2317	1617
589	2321	1613
590	2325	1609
591	2329	1605
592	2333	1601
593	2337	1597
594	2340	1593
595	2344	1589
596	2348	1585
597	2352	1581
598	2356	1577
599	2360	1573
600	2364	1570
601	2368	1565
602	2372	1561
603	2376	1558
604	2381	1554
605	2384	1550
606	2388	1546
607	2392	1542
608	2396	1538
609	2400	1534
610	2404	1530
611	2408	1526
612	2411	1522
613	2415	1518
614	2419	1514
615	2422	1510
616	2426	1506
617	2430	1502
618	2434	1498
619	2438	1494
620	2442	1490
621	2446	1486
622	2450	1482
623	2454	1478
624	2458	1475
625	2462	1471
626	2466	1467
627	2469	1462
628	2474	1459
629	2478	1455
630	2481	1451
631	2485	1447
632	2490	1443
633	2494	1439
634	2497	1435
635	2502	1432
636	2506	1428
637	2509	1424
638	2513	1420
639	2517	1416
640	2521	1412
641	2525	1408
642	2529	1404
643	2533	1400
644	2537	1396
645	2540	1392
646	2544	1388
647	2548	1384
648	2552	1380
649	2556	1376
650	2560	1372
651	2564	1368
652	2568	1364
653	2571	1360
654	2576	1356
655	2580	1353
656	2584	1349
657	2588	1345
658	2591	1341
659	2595	1337
660	2599	1333
661	2603	1329
662	2606	1324
663	2610	1321
664	2614	1316
665	2617	1312
666	2621	1308
667	2625	1304
668	2628	1300
669	2632	1296
670	2636	1292
671	2640	1288
672	2643	1284
673	2647	1280
674	2651	1276
675	2656	1273
676	2659	1268
677	2663	1265
678	2667	1261
679	2672	1257
680	2676	1253
681	2679	1249
682	2683	1245
683	2688	1241
684	2692	1237
685	2695	1233
686	2700	1230
687	2705	1226
688	2709	1222
689	2712	1218
690	2717	1215
691	2721	1211
692	2725	1207
693	2728	1203
694	2734	1199
695	2738	1195
696	2741	1191
697	2745	1188
698	2749	1184
699	2753	1180
700	2757	1176
701	2761	1172
702	2765	1168
703	2769	1164
704	2773	1160
705	2777	1156
706	2781	1152
707	2785	1148
708	2789	1144
709	2792	1140
710	2797	1137
711	2801	1133
712	2805	1129
713	2808	1125
714	2812	1121
715	2816	1117
716	2820	1113
717	2825	1109
718	2829	1105
719	2833	1101
720	2837	1097
721	2841	1093
722	2844	1089
723	2848	1085
724	2852	1082
725	2856	1078
726	2860	1074
727	2864	1070
728	2868	1066
729	2872	1062
730	2875	1058
731	2880	1054
732	2884	1050
733	2888	1046
734	2892	1042
735	2896	1038
736	2900	1035
737	2904	1031
738	2908	1027
739	2912	1023
740	2916	1019
741	2920	1015
742	2923	1011
743	2927	1007
744	2931	1003
745	2935	999
746	2939	995
747	2943	991
748	2947	987
749	2951	983
750	2955	979
751	2959	976
752	2963	972
753	2967	968
754	2971	964
755	2975	960
756	2979	956
757	2983	952
758	2987	948
759	2992	944
760	2996	941
761	3000	937
762	3005	933
763	3009	929
764	3012	925
765	3016	921
766	3020	917
767	3024	913
768	3028	909
769	3032	905
770	3036	901
771	3040	898
772	3044	894
773	3049	890
774	3052	886
775	3056	882
776	3060	878
777	3065	874
778	3069	870
779	3073	866
780	3077	862
781	3081	858
782	3085	854
783	3089	851
784	3093	847
785	3097	843
786	3101	839
787	3105	835
788	3111	831
789	3115	828
790	3119	824
791	3123	820
792	3128	816
793	3132	812
794	3136	808
795	3140	804
796	3144	800
797	3148	796
798	3152	792
799	3156	789
800	3160	785
801	3164	781
802	3168	777
803	3172	773
804	3176	769
805	3179	765
806	3184	761
807	3188	757
808	3192	753
809	3196	749
810	3200	745
811	3204	741
812	3208	738
813	3213	734
814	3217	730
815	3221	726
816	3225	722
817	3229	718
818	3233	714
819	3237	710
820	3241	706
821	3245	702
822	3249	698
823	3253	694
824	3257	690
825	3261	687
826	3266	683
827	3270	679
828	3274	675
829	3278	671
830	3282	667
831	3286	663
832	3290	659
833	3294	655
834	3298	651
835	3302	647
836	3306	643
837	3310	639
838	3314	636
839	3318	632
840	3322	628
841	3326	624
842	3330	620
843	3334	616
844	3338	612
845	3342	608
846	3346	604
847	3351	600
848	3355	596
849	3358	592
850	3363	588
851	3367	584
852	3371	580
853	3375	577
854	3379	573
855	3383	569
856	3386	565
857	3390	561
858	3394	557
859	3399	553
860	3402	549
861	3406	545
862	3410	541
863	3415	537
864	3419	533
865	3423	529
866	3427	525
867	3431	521
868	3435	517
869	3438	513
870	3443	509
871	3446	505
872	3450	501
873	3454	497
874	3458	494
875	3461	490
876	3465	486
877	3469	482
878	3473	478
879	3477	474
880	3481	470
881	3485	466
882	3491	462
883	3495	458
884	3499	454
885	3503	450
886	3507	446
887	3511	442
888	3516	439
889	3519	435
890	3524	431
891	3527	427
892	3532	423
893	3535	419
894	3539	415
895	3544	411
896	3548	407
897	3551	403
898	3555	399
899	3559	395
900	3563	391
901	3566	387
902	3570	383
903	3574	379
904	3578	375
905	3582	371
906	3586	367
907	3590	363
908	3594	359
909	3598	355
910	3602	351
911	3607	348
912	3611	344
913	3615	340
914	3619	336
915	3623	332
916	3627	328
917	3631	324
918	3635	320
919	3639	316
920	3643	312
921	3647	308
922	3651	304
923	3655	300
924	3660	296
925	3663	292
926	3668	288
927	3673	284
928	3676	281
929	3680	277
930	3684	273
931	3688	269
932	3692	265
933	3696	261
934	3699	257
935	3704	253
936	3708	249
937	3711	245
938	3716	241
939	3720	237
940	3724	233
941	3728	229
942	3732	225
943	3736	221
944	3740	217
945	3744	213
946	3748	209
947	3752	205
948	3756	201
949	3760	197
950	3764	193
951	3767	189
952	3771	186
953	3776	182
954	3779	178
955	3783	174
956	3787	170
957	3791	166
958	3794	162
959	3798	158
960	3802	154
961	3806	150
962	3810	146
963	3814	142
964	3818	138
965	3822	134
966	3826	130
967	3829	126
968	3833	122
969	3837	118
970	3841	114
971	3845	110
972	3849	106
973	3854	102
974	3857	98
975	3861	94
976	3866	91
977	3870	87
978	3874	83
979	3878	79
980	3886	75
981	3890	71
982	3895	67
983	3900	63
984	3904	59
985	3908	55
986	3912	51
987	3917	47
988	3921	43
989	3925	39
990	3930	35
991	3934	31
992	3938	27
993	3942	23
994	3946	19
995	3950	15
996	3954	11
997	3958	7
998	3962	3
999	3966	0
