iter	Logloss
394	0.3883547968
395	0.388248916
396	0.3881748785
397	0.3880855539
398	0.3879942832
399	0.3878887973
400	0.3877716911
401	0.3876821691
402	0.3875789678
403	0.3875281991
404	0.3873943674
405	0.3873027865
406	0.3871980903
407	0.3870699278
408	0.3869902493
409	0.3869009529
410	0.3867985695
411	0.3867185244
412	0.3866598584
413	0.3865870337
414	0.3865026167
415	0.386394536
416	0.3862944654
417	0.3861961153
418	0.3861169163
419	0.3860332327
420	0.3859454312
421	0.3858751731
422	0.3857657103
423	0.385705211
424	0.3856148993
425	0.3854874419
426	0.3853872585
427	0.3852722112
428	0.3851833379
429	0.3850659496
430	0.3849143488
431	0.3848027425
432	0.3847184384
433	0.3846112602
434	0.3845121768
435	0.3844075935
436	0.3842729438
437	0.3841777527
438	0.3841236277
439	0.3839868345
440	0.3838797127
441	0.3837724217
442	0.3836792613
443	0.3836197774
444	0.3835104274
445	0.3834274207
446	0.38335956
447	0.3832652714
448	0.3831674008
449	0.3830746071
450	0.3829626059
451	0.3828346126
452	0.3827274062
453	0.3826328919
454	0.3825357546
455	0.38241171
456	0.3822519299
457	0.3821359518
458	0.382053622
459	0.3819503361
460	0.3818849574
461	0.3818292812
462	0.3817273491
463	0.3816299015
464	0.3815509563
465	0.3814918955
466	0.3814311988
467	0.3813463024
468	0.3812520984
469	0.3811646072
470	0.3810957593
471	0.3810084655
472	0.3809400407
473	0.3808492213
474	0.3807313253
475	0.3806416341
476	0.3805404353
477	0.3804466826
478	0.3803367403
479	0.3802262622
480	0.380140294
481	0.3800401106
482	0.3799752114
483	0.3798918944
484	0.3798041776
485	0.3797037685
486	0.3796039518
487	0.3795360347
488	0.3794252181
489	0.3793391935
490	0.3792622226
491	0.379183362
492	0.3791339472
493	0.3790526328
494	0.3789521956
495	0.378858866
496	0.3787754926
497	0.3786876347
498	0.3785778617
499	0.3784835167
500	0.3784202815
501	0.3783180392
502	0.3782404196
503	0.3781630539
504	0.3780579065
505	0.3780108891
506	0.3779538308
507	0.3778705703
508	0.3778028506
509	0.3777299412
510	0.377665324
511	0.3775676509
512	0.3774834596
513	0.3774002837
514	0.3773176437
515	0.3772044014
516	0.3770997335
517	0.3770319292
518	0.3769599506
519	0.3768752234
520	0.3767490916
521	0.3766578773
522	0.3765544786
523	0.3764477516
524	0.3763818653
525	0.3763255121
526	0.3762472156
527	0.3761735447
528	0.3760772536
529	0.3759968699
530	0.3759077146
531	0.3758231849
532	0.3757421807
533	0.3756767456
534	0.3756033004
535	0.375455056
536	0.3753651392
537	0.3752469047
538	0.3751596391
539	0.3750790862
540	0.3749684106
541	0.3749007192
542	0.3748007614
543	0.3747231418
544	0.3746485402
545	0.374502806
546	0.374422507
547	0.3743461849
548	0.3742523757
549	0.3741988713
550	0.3741233671
551	0.3740517269
552	0.3739889148
553	0.3739163157
554	0.3738529114
555	0.3737913685
556	0.373702467
557	0.3736348038
558	0.373543392
559	0.3734584392
560	0.3733960785
561	0.3733264972
562	0.3732446752
563	0.3731653351
564	0.3731020436
565	0.3729939346
566	0.3729185996
567	0.3728493287
568	0.3727739091
569	0.3726380466
570	0.3725281326
571	0.3724546873
572	0.3723633038
573	0.372298602
574	0.3722325464
575	0.3721737112
576	0.3720723432
577	0.3720377642
578	0.3719423192
579	0.371886925
580	0.3718375948
581	0.3717659547
582	0.3716520919
583	0.3715589315
584	0.3714584661
585	0.3713753748
586	0.3713149883
587	0.3712304304
588	0.3711475365
589	0.3710518659
590	0.3709503569
591	0.3709174701
592	0.3708666169
593	0.3707677591
594	0.3706942574
595	0.3706321505
596	0.3705784768
597	0.3705260159
598	0.3704308247
599	0.3703400899
600	0.3702769958
601	0.3702031839
602	0.3701447718
603	0.370047973
604	0.3699598612
605	0.3698989389
606	0.3698527958
607	0.3697811557
608	0.3697089514
609	0.3696484804
610	0.3695520482
611	0.3694664467
612	0.3693548968
613	0.3692736106
614	0.3691985576
615	0.3691176381
616	0.3690365211
617	0.3689792936
618	0.3689295404
619	0.3688743154
620	0.3688091624
621	0.3687355479
622	0.3686537822
623	0.3685664602
624	0.3684978379
625	0.3684430924
626	0.3682936071
627	0.3682114465
628	0.3681145631
629	0.3680377051
630	0.3679445729
631	0.3678459971
632	0.3677948054
633	0.3677113193
634	0.367670648
635	0.3676169743
636	0.3675310061
637	0.3674549378
638	0.3673708875
639	0.3672866116
640	0.3672356738
641	0.367157885
642	0.3671005446
643	0.3670137585
644	0.3669537387
645	0.3669168469
646	0.3668500861
647	0.3667867664
648	0.3667352081
649	0.3666653448
650	0.3665932534
651	0.3665215286
652	0.3664618191
653	0.3663775432
654	0.3662985416
655	0.3662028709
656	0.3661430204
657	0.3660624957
658	0.3659889658
659	0.3659461792
660	0.3658666135
661	0.3657322459
662	0.365658434
663	0.3655797426
664	0.3655064948
665	0.3654116139
666	0.3653429634
667	0.3652917999
668	0.3651781347
669	0.3650665283
670	0.3649683475
671	0.3648779229
672	0.3647743832
673	0.3646901355
674	0.3646020801
675	0.364516394
676	0.3644619587
677	0.3643863135
678	0.3643065222
679	0.3642671765
680	0.364204308
681	0.3641169296
682	0.3640622969
683	0.3640184949
684	0.3639332318
685	0.3638451201
686	0.3637718722
687	0.363702009
688	0.363651466
689	0.3635670209
690	0.3634732118
691	0.3633984691
692	0.3633299879
693	0.3632250943
694	0.3631696155
695	0.363103165
696	0.3630212301
697	0.3629181416
698	0.3628762011
699	0.3627999071
700	0.3627048006
701	0.3626163504
702	0.3625228797
703	0.3624422986
704	0.3623701226
705	0.3622719135
706	0.3621879761
707	0.3621007669
708	0.3620324267
709	0.3619635506
710	0.3618828567
711	0.3618136704
712	0.3617225407
713	0.3616580646
714	0.361593532
715	0.3615376584
716	0.3614898794
717	0.3614043625
718	0.3613352608
719	0.3612360646
720	0.3611641988
721	0.3610843792
722	0.3610155596
723	0.3609331452
724	0.3608581487
725	0.3608058288
726	0.3607314528
727	0.3606288155
728	0.3605292526
729	0.3604687252
730	0.3603996235
731	0.360316927
732	0.3602503355
733	0.360186226
734	0.3600890324
735	0.3600194794
736	0.359977567
737	0.3598898502
738	0.3598360918
739	0.3597317059
740	0.3596672016
741	0.3596270944
742	0.3595616029
743	0.3594903576
744	0.3594151918
745	0.3593347518
746	0.3592705295
747	0.3592178429
748	0.3591550591
749	0.3590963367
750	0.3590313529
751	0.3589439181
752	0.3588556089
753	0.3587916686
754	0.3587325796
755	0.3586473729
756	0.3585525484
757	0.3584948415
758	0.358447401
759	0.3583748301
760	0.3582922183
761	0.3582214525
762	0.358145779
763	0.3580926694
764	0.3580422675
765	0.357976099
766	0.3578745054
767	0.357803937
768	0.3577483736
769	0.3576871128
770	0.3576266982
771	0.3575559606
772	0.3574999458
773	0.3574083931
774	0.3573182224
775	0.3572289825
776	0.3571679755
777	0.3571040917
778	0.3570234542
779	0.3569575678
780	0.356894784
781	0.3568134414
782	0.35671794
783	0.3566612483
784	0.3565886492
785	0.3565006503
786	0.356435328
787	0.3563678057
788	0.3563224525
789	0.356254761
790	0.3561626441
791	0.3561174883
792	0.3560514045
793	0.3559810053
794	0.3559244265
795	0.3558514043
796	0.355759626
797	0.3556735167
798	0.3556061355
799	0.3555047393
800	0.3554672834
801	0.3554080815
802	0.3553264569
803	0.3552351016
804	0.3551525744
805	0.355081865
806	0.3549781278
807	0.3549199695
808	0.3548550421
809	0.3547625022
810	0.3547064311
811	0.3546425754
812	0.3545199128
813	0.3544491752
814	0.3543785222
815	0.354321887
816	0.3542620929
817	0.3541809759
818	0.3541268791
819	0.3540521082
820	0.353985009
821	0.3539380199
822	0.3538705822
823	0.3537997036
824	0.3537294737
825	0.3536633617
826	0.3536038496
827	0.3535356786
828	0.3534841485
829	0.3534400926
830	0.3533854035
831	0.3533445348
832	0.3532572128
833	0.3532212799
834	0.3531238041
835	0.3530473691
836	0.3529814264
837	0.3529103503
838	0.3528515151
839	0.3527651239
840	0.3526873351
841	0.3526208
842	0.3525656032
843	0.3525171474
844	0.3524263562
845	0.3523528545
846	0.3522972911
847	0.3522594403
848	0.3521400212
849	0.3520838091
850	0.3520290354
851	0.3519775334
852	0.3518823423
853	0.351827907
854	0.351753672
855	0.3516670833
856	0.3515984329
857	0.3515463669
858	0.3514622602
859	0.3513980379
860	0.3513419668
861	0.3513010698
862	0.3512658421
863	0.3512020428
864	0.3510763059
865	0.3510015632
866	0.3509323769
867	0.3508884902
868	0.3507922273
869	0.3507290768
870	0.3506651083
871	0.3506060475
872	0.350514805
873	0.3504569288
874	0.3503833989
875	0.3502763054
876	0.3502392161
877	0.3501524581
878	0.3500408518
879	0.3499893217
880	0.3499049612
881	0.3498299364
882	0.3497831165
883	0.3497358453
884	0.349696838
885	0.3496457028
886	0.3495841035
887	0.3495104326
888	0.3494358592
889	0.349391211
890	0.3493409783
891	0.3492747816
892	0.3491931852
893	0.3491492421
894	0.3490924095
895	0.3490000952
896	0.3489523163
897	0.3488996298
898	0.3488368459
899	0.3487747108
900	0.3487228422
901	0.3486131256
902	0.348560157
903	0.3484792656
904	0.3484206561
905	0.3483155369
906	0.3482447146
907	0.3482014767
908	0.348122052
909	0.3480630476
910	0.3480047483
911	0.347961313
912	0.347902506
913	0.3478685474
914	0.3477990226
915	0.3477391721
916	0.347672778
917	0.3476296247
918	0.3475890098
919	0.3475484795
920	0.3475206978
921	0.3474183144
922	0.3473771072
923	0.3473068491
924	0.3472505524
925	0.3472008837
926	0.347118836
927	0.3470592393
928	0.3469464484
929	0.3469071873
930	0.3468321062
931	0.3467506507
932	0.346659098
933	0.3465882476
934	0.3465325149
935	0.3464754849
936	0.3464174394
937	0.3463641888
938	0.3463121227
939	0.3462572926
940	0.3461997549
941	0.3461417376
942	0.3460756538
943	0.3460206827
944	0.3459840447
945	0.3459104584
946	0.345841272
947	0.3457876265
948	0.3457439655
949	0.3456711126
950	0.3456217824
951	0.3455151401
952	0.3454555998
953	0.3453912365
954	0.3453490421
955	0.3453030119
956	0.3452342486
957	0.3451795314
958	0.3451081733
959	0.3450246307
960	0.3449539777
961	0.3449149705
962	0.3448455303
963	0.3448047744
964	0.3447329368
965	0.3446557121
966	0.3445930975
967	0.3445351084
968	0.344479404
969	0.3444093715
970	0.3443077214
971	0.3442559374
972	0.344187146
973	0.3441368004
974	0.3440981881
975	0.34404914
976	0.3439796998
977	0.3439338952
978	0.3438863419
979	0.3438178043
980	0.343765287
981	0.3436913905
982	0.3436156606
983	0.3435784867
984	0.343506903
985	0.3434434422
986	0.3433481946
987	0.3432629316
988	0.3432241782
989	0.3431281127
990	0.3430551469
991	0.3429770761
992	0.3429040821
993	0.3428551186
994	0.3428198062
995	0.3427573326
996	0.3426872437
997	0.34263027
998	0.3425474043
999	0.3424882871
