iter	Passed	Remaining
254	1209	3533
255	1213	3527
256	1218	3521
257	1223	3517
258	1227	3511
259	1232	3506
260	1236	3500
261	1241	3495
262	1245	3489
263	1249	3484
264	1254	3479
265	1258	3473
266	1262	3466
267	1267	3462
268	1272	3457
269	1276	3451
270	1281	3447
271	1286	3442
272	1292	3441
273	1300	3444
274	1306	3444
275	1311	3441
276	1316	3437
277	1321	3433
278	1326	3428
279	1331	3423
280	1336	3418
281	1340	3412
282	1346	3410
283	1350	3405
284	1355	3399
285	1360	3395
286	1364	3389
287	1369	3385
288	1373	3379
289	1378	3375
290	1382	3369
291	1387	3365
292	1392	3359
293	1396	3354
294	1401	3349
295	1406	3344
296	1411	3340
297	1415	3334
298	1420	3330
299	1425	3325
300	1429	3320
301	1435	3317
302	1439	3311
303	1444	3307
304	1449	3303
305	1455	3300
306	1460	3297
307	1466	3293
308	1471	3290
309	1475	3285
310	1481	3281
311	1485	3275
312	1490	3271
313	1495	3266
314	1501	3264
315	1506	3261
316	1511	3256
317	1516	3251
318	1520	3246
319	1525	3242
320	1530	3237
321	1534	3230
322	1539	3227
323	1544	3221
324	1549	3217
325	1553	3212
326	1558	3206
327	1562	3201
328	1566	3195
329	1572	3191
330	1576	3185
331	1581	3181
332	1585	3175
333	1590	3170
334	1594	3165
335	1599	3161
336	1604	3157
337	1610	3153
338	1616	3151
339	1621	3147
340	1626	3143
341	1631	3139
342	1639	3140
343	1644	3135
344	1649	3130
345	1653	3125
346	1658	3120
347	1662	3115
348	1667	3110
349	1671	3104
350	1677	3101
351	1681	3096
352	1686	3090
353	1690	3085
354	1695	3080
355	1699	3075
356	1704	3069
357	1709	3065
358	1713	3059
359	1717	3053
360	1722	3048
361	1726	3043
362	1731	3038
363	1736	3033
364	1740	3028
365	1744	3022
366	1749	3017
367	1753	3012
368	1758	3007
369	1762	3001
370	1767	2996
371	1772	2992
372	1776	2986
373	1781	2981
374	1785	2976
375	1790	2971
376	1794	2965
377	1799	2960
378	1803	2954
379	1807	2949
380	1812	2944
381	1816	2939
382	1821	2934
383	1825	2928
384	1830	2923
385	1834	2918
386	1839	2913
387	1843	2907
388	1847	2902
389	1852	2897
390	1856	2891
391	1861	2887
392	1866	2883
393	1871	2878
394	1875	2872
395	1880	2867
396	1884	2862
397	1888	2857
398	1893	2851
399	1897	2846
400	1901	2841
401	1906	2835
402	1910	2830
403	1915	2825
404	1919	2820
405	1923	2814
406	1928	2809
407	1932	2804
408	1937	2799
409	1941	2793
410	1946	2789
411	1950	2784
412	1954	2778
413	1959	2773
414	1963	2767
415	1968	2763
416	1972	2757
417	1977	2753
418	1985	2752
419	1990	2748
420	1995	2744
421	2000	2739
422	2004	2734
423	2009	2730
424	2015	2726
425	2020	2722
426	2025	2717
427	2030	2713
428	2034	2708
429	2039	2703
430	2043	2697
431	2048	2693
432	2053	2689
433	2058	2684
434	2062	2679
435	2067	2674
436	2072	2670
437	2076	2664
438	2081	2660
439	2086	2655
440	2090	2650
441	2095	2645
442	2099	2640
443	2104	2635
444	2108	2629
445	2113	2625
446	2117	2619
447	2122	2615
448	2126	2609
449	2131	2604
450	2135	2599
451	2140	2594
452	2144	2589
453	2148	2583
454	2152	2578
455	2157	2573
456	2161	2568
457	2165	2563
458	2170	2558
459	2174	2553
460	2179	2548
461	2183	2542
462	2188	2537
463	2192	2533
464	2197	2527
465	2201	2522
466	2206	2517
467	2210	2513
468	2214	2507
469	2219	2502
470	2223	2497
471	2228	2492
472	2232	2487
473	2237	2482
474	2241	2477
475	2245	2472
476	2250	2467
477	2254	2462
478	2259	2457
479	2263	2452
480	2268	2447
481	2273	2442
482	2277	2438
483	2282	2433
484	2286	2428
485	2291	2423
486	2295	2418
487	2300	2414
488	2306	2409
489	2311	2405
490	2315	2400
491	2320	2395
492	2325	2391
493	2329	2386
494	2334	2381
495	2338	2376
496	2343	2371
497	2347	2366
498	2351	2361
499	2356	2356
500	2360	2351
501	2365	2346
502	2369	2341
503	2374	2336
504	2378	2331
505	2383	2326
506	2388	2322
507	2392	2316
508	2396	2311
509	2400	2306
510	2405	2301
511	2409	2296
512	2413	2291
513	2418	2286
514	2423	2282
515	2428	2278
516	2433	2273
517	2437	2268
518	2441	2263
519	2446	2258
520	2450	2252
521	2455	2248
522	2459	2243
523	2464	2238
524	2468	2233
525	2472	2227
526	2477	2223
527	2481	2218
528	2485	2213
529	2489	2207
530	2494	2203
531	2498	2198
532	2503	2193
533	2508	2188
534	2512	2183
535	2517	2179
536	2521	2174
537	2526	2169
538	2531	2164
539	2535	2160
540	2540	2155
541	2545	2150
542	2549	2145
543	2554	2141
544	2558	2136
545	2562	2131
546	2568	2126
547	2572	2122
548	2577	2117
549	2582	2112
550	2586	2107
551	2591	2102
552	2595	2097
553	2600	2093
554	2604	2088
555	2608	2083
556	2613	2078
557	2617	2073
558	2621	2068
559	2626	2063
560	2630	2058
561	2634	2053
562	2639	2048
563	2643	2043
564	2648	2038
565	2652	2033
566	2656	2028
567	2661	2023
568	2665	2019
569	2669	2013
570	2674	2009
571	2678	2004
572	2682	1998
573	2686	1994
574	2691	1989
575	2695	1984
576	2699	1979
577	2704	1974
578	2708	1969
579	2713	1964
580	2717	1959
581	2721	1954
582	2726	1949
583	2730	1945
584	2734	1940
585	2739	1935
586	2743	1930
587	2748	1925
588	2752	1920
589	2756	1915
590	2761	1910
591	2765	1905
592	2769	1900
593	2773	1895
594	2778	1891
595	2782	1886
596	2787	1881
597	2791	1876
598	2795	1871
599	2800	1867
600	2804	1861
601	2809	1857
602	2813	1852
603	2817	1847
604	2821	1842
605	2826	1837
606	2831	1833
607	2836	1829
608	2842	1824
609	2846	1819
610	2850	1815
611	2854	1810
612	2859	1805
613	2864	1800
614	2868	1795
615	2873	1791
616	2877	1786
617	2881	1781
618	2885	1776
619	2890	1771
620	2894	1766
621	2898	1761
622	2903	1756
623	2907	1752
624	2911	1746
625	2915	1742
626	2920	1737
627	2924	1732
628	2928	1727
629	2933	1722
630	2938	1718
631	2942	1713
632	2947	1708
633	2951	1703
634	2955	1698
635	2959	1693
636	2964	1689
637	2968	1684
638	2973	1679
639	2978	1675
640	2983	1670
641	2988	1666
642	2993	1661
643	2997	1657
644	3003	1653
645	3008	1648
646	3013	1643
647	3018	1639
648	3022	1634
649	3026	1629
650	3031	1624
651	3035	1620
652	3043	1617
653	3048	1612
654	3053	1608
655	3058	1603
656	3062	1599
657	3067	1594
658	3071	1589
659	3076	1584
660	3080	1579
661	3084	1575
662	3089	1570
663	3093	1565
664	3097	1560
665	3102	1555
666	3106	1551
667	3110	1546
668	3115	1541
669	3119	1536
670	3124	1531
671	3128	1526
672	3133	1522
673	3137	1517
674	3141	1512
675	3146	1507
676	3150	1503
677	3154	1498
678	3159	1493
679	3163	1488
680	3167	1483
681	3172	1479
682	3176	1474
683	3181	1469
684	3185	1464
685	3189	1459
686	3193	1455
687	3198	1450
688	3202	1445
689	3207	1440
690	3211	1436
691	3215	1431
692	3219	1426
693	3224	1421
694	3228	1417
695	3232	1412
696	3237	1407
697	3242	1403
698	3247	1398
699	3253	1394
700	3257	1389
701	3261	1384
702	3266	1379
703	3270	1375
704	3274	1370
705	3279	1365
706	3283	1360
707	3288	1356
708	3292	1351
709	3296	1346
710	3300	1341
711	3305	1336
712	3309	1332
713	3313	1327
714	3318	1322
715	3322	1317
716	3326	1312
717	3330	1308
718	3335	1303
719	3339	1298
720	3344	1294
721	3348	1289
722	3352	1284
723	3357	1279
724	3362	1275
725	3367	1270
726	3371	1266
727	3377	1261
728	3381	1257
729	3385	1252
730	3390	1247
731	3394	1242
732	3399	1238
733	3403	1233
734	3407	1228
735	3411	1223
736	3415	1219
737	3420	1214
738	3424	1209
739	3429	1204
740	3433	1200
741	3437	1195
742	3441	1190
743	3446	1185
744	3450	1181
745	3455	1176
746	3459	1171
747	3463	1166
748	3468	1162
749	3472	1157
750	3476	1152
751	3481	1148
752	3486	1143
753	3490	1138
754	3494	1133
755	3498	1129
756	3503	1124
757	3507	1119
758	3512	1115
759	3516	1110
760	3520	1105
761	3525	1101
762	3529	1096
763	3534	1091
764	3538	1086
765	3543	1082
766	3547	1077
767	3551	1072
768	3556	1068
769	3560	1063
770	3564	1058
771	3569	1054
772	3573	1049
773	3577	1044
774	3581	1039
775	3586	1035
776	3590	1030
777	3594	1025
778	3598	1020
779	3603	1016
780	3608	1011
781	3612	1006
782	3616	1002
783	3620	997
784	3625	992
785	3629	988
786	3634	983
787	3638	978
788	3642	974
789	3647	969
790	3652	965
791	3657	960
792	3662	956
793	3667	951
794	3671	946
795	3675	942
796	3680	937
797	3684	932
798	3689	928
799	3693	923
800	3697	918
801	3702	913
802	3706	909
803	3711	904
804	3715	900
805	3720	895
806	3724	890
807	3728	886
808	3733	881
809	3737	876
810	3742	872
811	3746	867
812	3750	862
813	3755	858
814	3759	853
815	3764	848
816	3768	844
817	3773	839
818	3777	834
819	3781	830
820	3786	825
821	3790	820
822	3795	816
823	3799	811
824	3804	807
825	3809	802
826	3813	797
827	3817	793
828	3821	788
829	3826	783
830	3830	779
831	3835	774
832	3839	769
833	3844	765
834	3848	760
835	3852	755
836	3856	751
837	3861	746
838	3866	741
839	3870	737
840	3874	732
841	3879	727
842	3883	723
843	3887	718
844	3892	714
845	3897	709
846	3901	704
847	3905	700
848	3910	695
849	3915	690
850	3919	686
851	3925	681
852	3929	677
853	3934	672
854	3939	668
855	3943	663
856	3948	658
857	3953	654
858	3957	649
859	3962	645
860	3967	640
861	3972	635
862	3977	631
863	3981	626
864	3986	622
865	3991	617
866	3996	613
867	4000	608
868	4005	603
869	4010	599
870	4015	594
871	4020	590
872	4025	585
873	4030	581
874	4035	576
875	4040	571
876	4045	567
877	4050	562
878	4055	558
879	4061	553
880	4066	549
881	4071	544
882	4077	540
883	4082	535
884	4087	531
885	4092	526
886	4097	521
887	4102	517
888	4107	512
889	4112	508
890	4116	503
891	4121	499
892	4126	494
893	4130	489
894	4136	485
895	4140	480
896	4145	476
897	4150	471
898	4155	466
899	4160	462
900	4165	457
901	4170	453
902	4175	448
903	4179	443
904	4184	439
905	4190	434
906	4194	430
907	4199	425
908	4204	420
909	4209	416
910	4214	411
911	4219	407
912	4224	402
913	4228	397
914	4233	393
915	4238	388
916	4243	384
917	4248	379
918	4252	374
919	4258	370
920	4263	365
921	4268	361
922	4273	356
923	4277	351
924	4282	347
925	4287	342
926	4292	338
927	4297	333
928	4302	328
929	4307	324
930	4312	319
931	4316	314
932	4321	310
933	4326	305
934	4331	301
935	4336	296
936	4341	291
937	4346	287
938	4351	282
939	4356	278
940	4360	273
941	4365	268
942	4370	264
943	4375	259
944	4379	254
945	4384	250
946	4389	245
947	4394	241
948	4399	236
949	4403	231
950	4408	227
951	4413	222
952	4418	217
953	4422	213
954	4427	208
955	4433	204
956	4437	199
957	4442	194
958	4447	190
959	4452	185
960	4457	180
961	4461	176
962	4466	171
963	4471	166
964	4476	162
965	4482	157
966	4487	153
967	4492	148
968	4497	143
969	4502	139
970	4506	134
971	4511	129
972	4516	125
973	4521	120
974	4525	116
975	4531	111
976	4536	106
977	4541	102
978	4546	97
979	4550	92
980	4556	88
981	4560	83
982	4565	78
983	4570	74
984	4574	69
985	4579	65
986	4583	60
987	4587	55
988	4592	51
989	4596	46
990	4600	41
991	4605	37
992	4610	32
993	4614	27
994	4619	23
995	4623	18
996	4628	13
997	4632	9
998	4637	4
999	4641	0
