iter	Logloss
309	0.1817938767
310	0.1813125728
311	0.1809201962
312	0.1805377898
313	0.1801542789
314	0.179803164
315	0.1793186858
316	0.1790054084
317	0.1787885073
318	0.1785023251
319	0.1781090505
320	0.1777663938
321	0.1774415227
322	0.1768250912
323	0.1764354188
324	0.1761817153
325	0.1758764846
326	0.1755407417
327	0.1752155424
328	0.1748987163
329	0.1744326513
330	0.1741919879
331	0.1738791369
332	0.1735714767
333	0.1733144398
334	0.1730078636
335	0.1728079273
336	0.1721764055
337	0.1718809023
338	0.1715348548
339	0.1711110289
340	0.1705812649
341	0.1700793588
342	0.1696475261
343	0.1694953109
344	0.169143796
345	0.168871766
346	0.1684373686
347	0.1680790784
348	0.1678250999
349	0.1674285436
350	0.1671845085
351	0.1667446661
352	0.1664171203
353	0.1661556283
354	0.1657653295
355	0.1654316119
356	0.1651486916
357	0.1647892117
358	0.1644317879
359	0.1642337355
360	0.163927444
361	0.1634096924
362	0.1630870566
363	0.1626913245
364	0.1624196924
365	0.1620206451
366	0.1616450227
367	0.161254816
368	0.1609664262
369	0.1606020387
370	0.1604290216
371	0.1601237924
372	0.1598532867
373	0.1595168415
374	0.1592116951
375	0.1589562045
376	0.1586434873
377	0.1583895741
378	0.1581257192
379	0.1577629573
380	0.1574745357
381	0.1571959998
382	0.1569792739
383	0.1566252615
384	0.1562796044
385	0.1559820716
386	0.155673243
387	0.155318746
388	0.155047561
389	0.1547361122
390	0.1543949894
391	0.1540736988
392	0.1538142838
393	0.1534835533
394	0.1532493766
395	0.1530106941
396	0.1527202201
397	0.15246845
398	0.1521418481
399	0.1520075417
400	0.1517649769
401	0.1514444483
402	0.1511785689
403	0.150941464
404	0.150699429
405	0.1502940814
406	0.1500303979
407	0.1497229583
408	0.1493811624
409	0.1490780733
410	0.1486999851
411	0.1485168153
412	0.1483187715
413	0.148011575
414	0.1476961779
415	0.1472884275
416	0.1470900829
417	0.146882032
418	0.1466023041
419	0.1464587298
420	0.1461858934
421	0.1459502309
422	0.1457198406
423	0.1453540131
424	0.1451410912
425	0.1448691116
426	0.1445851667
427	0.1444095118
428	0.144073339
429	0.1438814111
430	0.1436520891
431	0.143423913
432	0.1429666364
433	0.1425203958
434	0.142254806
435	0.1420524463
436	0.1417964877
437	0.1415825519
438	0.1412926856
439	0.1410326337
440	0.140740169
441	0.1404403317
442	0.1401005597
443	0.1398059024
444	0.1395858606
445	0.1393142413
446	0.1391285162
447	0.138903297
448	0.1387002128
449	0.1384915919
450	0.1382822141
451	0.1381214245
452	0.1379194565
453	0.137704469
454	0.1374336533
455	0.1371511105
456	0.1369120462
457	0.1367171235
458	0.1365276984
459	0.136283836
460	0.1361559661
461	0.1359427931
462	0.1357419153
463	0.1355281793
464	0.1352799942
465	0.1349877795
466	0.1347907986
467	0.1345747045
468	0.1342176171
469	0.133950578
470	0.1336860634
471	0.1334324606
472	0.1331937501
473	0.1330568767
474	0.1329189258
475	0.132687342
476	0.1323846398
477	0.1320733891
478	0.131745709
479	0.1314578982
480	0.1312024841
481	0.1310188528
482	0.1308606478
483	0.1306397947
484	0.1303700156
485	0.1301450455
486	0.1298568267
487	0.1296307716
488	0.1293329672
489	0.1291672961
490	0.1290153793
491	0.1288103122
492	0.1284597938
493	0.1282826015
494	0.1280506288
495	0.1278420354
496	0.1276452483
497	0.1274754337
498	0.1271736215
499	0.1269892398
500	0.1266865254
501	0.1265462444
502	0.1262973128
503	0.1260579457
504	0.125914881
505	0.1257284056
506	0.1255407761
507	0.1254391738
508	0.1252343813
509	0.1249819059
510	0.1247602065
511	0.1245440286
512	0.1242507259
513	0.1241485887
514	0.1239891679
515	0.1237639709
516	0.1234553589
517	0.1232695709
518	0.1231314919
519	0.1229507125
520	0.1227994196
521	0.1225187743
522	0.1222188876
523	0.1219760235
524	0.1217048364
525	0.1215408448
526	0.1213560113
527	0.1212668227
528	0.1210458251
529	0.1208133333
530	0.1205761586
531	0.1203236282
532	0.1200846535
533	0.1198594533
534	0.1196235128
535	0.1195063148
536	0.1194430535
537	0.1192784376
538	0.1191257492
539	0.1189658222
540	0.1187587606
541	0.1184621592
542	0.1183283052
543	0.1181591036
544	0.1180047447
545	0.1177965485
546	0.1176660425
547	0.1174621195
548	0.1173182307
549	0.1171144734
550	0.1169078477
551	0.116765443
552	0.1165012034
553	0.1163735674
554	0.1162350066
555	0.1159599568
556	0.1157564144
557	0.115552728
558	0.1151825883
559	0.1149819042
560	0.1147582064
561	0.1145590334
562	0.1143031946
563	0.1141156172
564	0.1139367025
565	0.1137609766
566	0.1135009107
567	0.1133549922
568	0.1131082621
569	0.1129428037
570	0.1127735406
571	0.1125271852
572	0.1123782722
573	0.1120863329
574	0.1118777451
575	0.1116948122
576	0.1115727756
577	0.1113917154
578	0.1112092196
579	0.1109361978
580	0.1107598313
581	0.1105902693
582	0.1104065818
583	0.1102654837
584	0.1101437647
585	0.1100224733
586	0.1098422013
587	0.1096126901
588	0.1095585092
589	0.109281337
590	0.1091408337
591	0.1089642044
592	0.1087827363
593	0.1085089942
594	0.1083149259
595	0.1081863346
596	0.1080411122
597	0.1078708494
598	0.1078005882
599	0.107601947
600	0.1073193771
601	0.1072022917
602	0.1070992549
603	0.1069620559
604	0.1067466513
605	0.1066106169
606	0.1064748243
607	0.1062767491
608	0.1061212291
609	0.1060566664
610	0.1058914496
611	0.1056492972
612	0.1055133066
613	0.1053662083
614	0.1052455398
615	0.1050248483
616	0.1048821975
617	0.1047163644
618	0.1045052447
619	0.1043130797
620	0.1040411827
621	0.1038475596
622	0.1036087565
623	0.1034822836
624	0.103316501
625	0.1031125053
626	0.1029686712
627	0.1027690959
628	0.1025904845
629	0.1024089003
630	0.1022367481
631	0.1021571416
632	0.101994544
633	0.1019086293
634	0.1018547846
635	0.1017248017
636	0.1015760499
637	0.1013998894
638	0.1012031177
639	0.1010468216
640	0.100906514
641	0.1007728809
642	0.1006413704
643	0.1004789579
644	0.1003321599
645	0.1001118176
646	0.0999484092
647	0.09974401269
648	0.09952629654
649	0.09936781532
650	0.09922895305
651	0.09904966972
652	0.0988857841
653	0.09868436782
654	0.09843857389
655	0.09829882396
656	0.09820147386
657	0.09800057143
658	0.09787084123
659	0.09770443082
660	0.09757057032
661	0.09737786209
662	0.09725266072
663	0.09706628769
664	0.09689873615
665	0.09673263521
666	0.09652747026
667	0.09634042735
668	0.0962097297
669	0.09609219195
670	0.0959011891
671	0.09569028852
672	0.09553932437
673	0.09536408616
674	0.0952397875
675	0.09510438602
676	0.09494366847
677	0.09474188936
678	0.0944881906
679	0.09437625754
680	0.09429695063
681	0.09409333224
682	0.09389973933
683	0.09376273977
684	0.09358997185
685	0.09346139598
686	0.09337739509
687	0.09325690835
688	0.09298454878
689	0.09281548472
690	0.09267343746
691	0.0925388126
692	0.09237794794
693	0.09222650602
694	0.09205585672
695	0.09196689571
696	0.0918796784
697	0.091794377
698	0.0917112474
699	0.09152563853
700	0.09145513451
701	0.09131791421
702	0.09121596237
703	0.09110208011
704	0.09106314294
705	0.09088987084
706	0.09076885686
707	0.09062791875
708	0.09049769887
709	0.09035120814
710	0.09018241318
711	0.0898848255
712	0.08970911176
713	0.08956473722
714	0.08946238051
715	0.08930182345
716	0.08927821351
717	0.08913112914
718	0.0889701025
719	0.0888909492
720	0.08878792485
721	0.08860541376
722	0.0884438861
723	0.08831857891
724	0.08816619708
725	0.08802268397
726	0.08785263741
727	0.08772733431
728	0.08758734559
729	0.08736693506
730	0.08722808915
731	0.0871153605
732	0.08693106479
733	0.08680980905
734	0.08670460043
735	0.08653661334
736	0.08642050275
737	0.08632392407
738	0.08617612278
739	0.08600843976
740	0.08582432835
741	0.08569614043
742	0.08558376085
743	0.08547686359
744	0.08533685869
745	0.08525991551
746	0.08518870758
747	0.08494678953
748	0.08481610454
749	0.084641751
750	0.08446908183
751	0.08430585344
752	0.0841865069
753	0.08406133436
754	0.08388878961
755	0.08365480744
756	0.08343310587
757	0.08320707092
758	0.08302629273
759	0.08287150477
760	0.08272520354
761	0.08260818856
762	0.08252619414
763	0.08243053845
764	0.08229031317
765	0.08218259428
766	0.08207135732
767	0.08195649573
768	0.0817737942
769	0.08164840146
770	0.08149515671
771	0.08134653825
772	0.08119810911
773	0.08104747227
774	0.08091930313
775	0.08079329891
776	0.08062692942
777	0.08048518121
778	0.08036180573
779	0.08022318188
780	0.08013894368
781	0.0799470582
782	0.07982220646
783	0.07965578155
784	0.07954339323
785	0.07943473814
786	0.0792654325
787	0.07913294783
788	0.07901985485
789	0.07888257392
790	0.07878740046
791	0.07866246075
792	0.07847994538
793	0.07837597796
794	0.07831238231
795	0.07824975485
796	0.07816438017
797	0.07803408385
798	0.0778659173
799	0.07775924302
800	0.07769674184
801	0.07758080067
802	0.07747181306
803	0.07733632529
804	0.07723226562
805	0.07711102698
806	0.07697520669
807	0.07686463756
808	0.07677683592
809	0.07664753048
810	0.07650167949
811	0.07633656961
812	0.07617468228
813	0.0760449556
814	0.07591958574
815	0.07571831081
816	0.07560531416
817	0.0754673468
818	0.07534324249
819	0.07532031562
820	0.07518596954
821	0.07502735368
822	0.07487440444
823	0.07476982925
824	0.07468934569
825	0.07460505672
826	0.07448578104
827	0.07441328598
828	0.07431514457
829	0.07416443259
830	0.07408964541
831	0.07399741424
832	0.07389205108
833	0.07373782941
834	0.07355680778
835	0.07344139552
836	0.07334555386
837	0.07321188454
838	0.07304406017
839	0.07284717441
840	0.07271399308
841	0.07259932918
842	0.07247097053
843	0.07233792032
844	0.07227173517
845	0.07216255174
846	0.07210302874
847	0.07201655979
848	0.07190930862
849	0.07181125331
850	0.07170189152
851	0.07158748482
852	0.07147874103
853	0.07139514891
854	0.0712942839
855	0.07119125769
856	0.07117324612
857	0.07101482683
858	0.0708983071
859	0.07075312487
860	0.0705896761
861	0.07049753365
862	0.07045316436
863	0.07042047795
864	0.07028591447
865	0.07012881987
866	0.07006015941
867	0.06994357868
868	0.06984792336
869	0.06972807004
870	0.06959054455
871	0.06946677332
872	0.06932467622
873	0.069201589
874	0.06910422979
875	0.06901190675
876	0.06890891606
877	0.06879971719
878	0.06870044877
879	0.06856290896
880	0.06846016673
881	0.06838153249
882	0.06821659407
883	0.06810659254
884	0.06800085353
885	0.06789234295
886	0.06777267263
887	0.06763324351
888	0.06750466559
889	0.0673842445
890	0.06725456041
891	0.06712844312
892	0.06705330965
893	0.06688980584
894	0.0668337903
895	0.06672037466
896	0.06661688352
897	0.06649250694
898	0.06640874447
899	0.06629424162
900	0.06614079193
901	0.06601060813
902	0.0659442305
903	0.06581580341
904	0.06574961975
905	0.06563253317
906	0.06550156847
907	0.06539025024
908	0.06527084103
909	0.06519796026
910	0.06508288945
911	0.06498813945
912	0.06490106795
913	0.06477960279
914	0.06466752412
915	0.06457739371
916	0.06448247987
917	0.06447297809
918	0.06440537173
919	0.06426340109
920	0.0641614115
921	0.06406030287
922	0.06395267789
923	0.06387384336
924	0.0637390091
925	0.06367142598
926	0.06356362601
927	0.06354850707
928	0.06341431665
929	0.06330689049
930	0.06316286112
931	0.06302263324
932	0.06291938591
933	0.06282431175
934	0.06271253287
935	0.06258169035
936	0.06249135035
937	0.06243264582
938	0.0623412785
939	0.06226142502
940	0.06214586993
941	0.06206345465
942	0.0619374376
943	0.06186936668
944	0.06175460012
945	0.06163514776
946	0.06158429189
947	0.06149046674
948	0.06139141628
949	0.06130264311
950	0.06118004612
951	0.06111170107
952	0.0610271722
953	0.06086670608
954	0.06078990034
955	0.06065805375
956	0.06053851696
957	0.06041550766
958	0.06031394897
959	0.06019636082
960	0.06009982287
961	0.06000324084
962	0.05984821613
963	0.05974737865
964	0.05966517538
965	0.05958456759
966	0.05948369068
967	0.05941285005
968	0.05931443841
969	0.05918550175
970	0.05908688387
971	0.0590042908
972	0.05889251396
973	0.05880304599
974	0.05868774625
975	0.05858622289
976	0.0585062753
977	0.05844712406
978	0.05835745729
979	0.05824874083
980	0.05817327968
981	0.05807362778
982	0.05797549659
983	0.05796336477
984	0.05788084944
985	0.05776544871
986	0.05764534433
987	0.05756060754
988	0.0574854246
989	0.05737797667
990	0.05726777782
991	0.05719862732
992	0.05709773572
993	0.05702531263
994	0.05695957364
995	0.05687194384
996	0.05679066858
997	0.05668014241
998	0.05659758691
999	0.05653516179
